# Warnings for PRES
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
PRES,6903581,NOR,,X,,
PRES,6903582,NOR,,X,,
PRES,6903588,NOR,,X,,
PRES,6903589,NOR,,X,X,
PRES,6903590,NOR,,X,,
PRES,6903591,NOR,,X,,
PRES,6903592,NOR,,X,,
PRES,6903697,FIN,,X,X,
PRES,6903699,FIN,,X,X,
PRES,6903700,FIN,,X,X,
PRES,6903701,FIN,,X,X,
PRES,6903704,FIN,,X,X,
PRES,6903706,EUR,,X,X,
PRES,6903707,FIN,,X,X,
PRES,6903708,FIN,,X,X,
PRES,6903711,FIN,,X,X,
PRES,6903765,ITA,,X,X,
PRES,6903767,ITA,,X,,
PRES,6903768,ITA,,X,,
PRES,6903777,ITA,,X,X,
PRES,6903781,ITA,,X,X,
PRES,6903786,ITA,,X,X,
PRES,6903799,ITA,,X,X,
PRES,6903802,ITA,,X,X,
PRES,6903803,ITA,,X,,
PRES,6903804,ITA,,X,X,
PRES,6903805,ITA,,X,X,
PRES,6903818,ITA,,X,X,
PRES,6903822,ITA,,X,X,
PRES,6903823,ITA,,X,,
PRES,6903824,ITA,,X,,
PRES,6903825,ITA,,X,,
PRES,6903826,ITA,,X,,
PRES,6903828,ITA,,X,,
PRES,6903867,BGR,,X,X,
PRES,6903869,EUR,,X,X,
PRES,6903870,EUR,,X,X,
PRES,6903871,EUR,,X,X,
PRES,6903872,EUR,,X,X,
PRES,6903873,EUR,,X,X,
PRES,6903874,EUR,,X,X,
PRES,6903875,EUR,,X,X,
PRES,6903876,EUR,,X,X,
PRES,6903877,EUR,,X,X,
PRES,6903878,EUR,,X,X,
PRES,6904110,DEU,,X,,
PRES,6904111,DEU,,X,,
PRES,6904112,DEU,,X,,
PRES,6904113,DEU,,X,,
PRES,6904114,DEU,,X,,
PRES,6904115,DEU,,X,,
PRES,6904116,DEU,,X,X,
PRES,6904117,DEU,,X,X,
PRES,6904118,DEU,,X,,
PRES,6904134,DEU,,X,,
PRES,6904139,DEU,,X,,
PRES,6904182,GBR,,X,X,
PRES,6904183,GBR,,X,X,
PRES,6904184,GBR,,X,X,
PRES,6904185,GBR,,X,,
PRES,6904186,GBR,,X,,
PRES,6904187,GBR,,X,,
PRES,6904188,GBR,,X,,
PRES,6904189,GBR,,X,,
PRES,6904226,DEU,,X,X,
PRES,6904231,DEU,,X,,
PRES,6904235,FRA,,X,X,
PRES,6904240,FRA,,X,X,
PRES,6904241,FRA,,X,X,
PRES,6990503,FRA,,X,,
PRES,6990504,FRA,,X,,
PRES,6990505,FRA,,X,,
PRES,6990528,FRA,,X,,
PRES,7900095,DEU,,X,,
PRES,7900132,DEU,,X,,
PRES,7900133,DEU,,X,,
PRES,7900559,DEU,,X,,
PRES,7900560,DEU,,X,,
PRES,7900561,DEU,,X,,
PRES,7900562,DEU,,X,X,
PRES,7900563,DEU,,X,X,
PRES,7900566,DEU,,X,,
PRES,7900579,DEU,,X,X,
PRES,7900580,DEU,,X,X,
PRES,7900583,DEU,,X,X,
PRES,7900585,DEU,,X,,
PRES,7900586,DEU,,X,X,
PRES,7900587,DEU,,X,X,
PRES,7900588,DEU,,X,,
PRES,7900589,DEU,,X,,
PRES,7900591,EUR,,X,,
PRES,7900592,EUR,,X,,
PRES,7900593,EUR,,X,,
PRES,7900594,EUR,,X,,
PRES,7900596,BGR,,X,X,
PRES,7901001,DEU,,X,X,
PRES,7901006,NOR,,X,,
PRES,7901007,NOR,,X,X,
PRES,7901013,FRA,,X,,
PRES,7901019,ITA,,X,,
PRES,7901028,NOR,,X,,
PRES,7901065,BGR,,X,,
